DENSITY	POSITIONS	SUBPEAK_LENGTH
0		565
0		1855
0		1630
0		807
0		1691
0		1042
0		1685
0		1350
0		1203
0		910
0		1578
0		2136
0		1305
0		1187
0		1890
0		957
0		1392
0		1095
0		715
0		1350
0		823
0		712
0		738
0		782
0		875
0		1694
0		612
0.00590318772136954	1186	1694
0		991
0		748
0.0042863266180883	72	2333
0		1039
0		1192
0		1073
0		744
0		1051
0		1142
0		989
0		990
0		856
0		727
0		589
0		602
0		1633
0		929
0		1025
0		1364
0		2568
0		749
0		1186
0		1346
0		1216
0		738
0		1696
0		763
0		1405
0		2346
0		1394
0		1477
0		2337
0		1119
0		1122
0		1108
0		697
0		782
0		908
0		1231
0		1316
0		1313
0		2350
0		2413
0		1116
0		1196
0		615
0		1295
0.00399042298483639	652	2506
0		811
0		1438
0		2073
0		2618
0		1083
0		3016
0		1189
0.00720461095100865	671	1388
0		1000
0		1561
0		668
0		939
0.00587544065804935	1475	1702
0		945
0		858
0		2629
0		2222
0		1017
0		1354
0		879
0		1380
0		1070
0		1147
0.0040371417036738	2342	2477
0.0119617224880383	83	836
0		708
0		554
0		1014
0		757
0		1546
0		929
0		1028
0		1835
0		2632
0		980
0		883
0		706
0		1379
0		1350
0		929
0		1754
0		1490
0.00446030330062444	284	2242
0		726
0		1009
0		3726
0		1160
0.00683526999316473	225	1463
0		2326
0		935
0		1439
0		485
0		2089
0		2288
0		1425
0		1377
0		769
0		893
0		847
0		838
0		823
0		920
0		1661
0		891
0		901
0		1081
0		1476
0		1194
0		1085
0		1129
0		1693
0		1582
0		1203
0		1648
0		470
0.00789265982636148	833	1267
0		2001
0		859
0		2204
0		2693
0		2178
0		1757
0		1142
0		1408
0		1095
0		1137
0		1437
0		725
0		1028
0		899
0		1092
0		986
0		2263
0		2029
0		904
0		1360
0		777
0		1483
0		818
0		2771
0		786
0		1517
0		586
0		991
0		1060
0		1215
0		3084
0		701
0		1564
0		863
0.00664451827242525	832	1505
0		932
0		938
0		1058
0		1182
0		729
0		1270
0		854
0		1912
0		1464
0		840
0		1447
0.00505561172901921	1285	1978
0		3074
0		1478
0		1354
0		1333
0		1174
0		1024
0		949
0		956
0		2279
0		1865
0		1046
0.00871839581517001	413	1147
0		951
0		1714
0		1169
0		1055
0		1982
0		2182
0		949
0		1299
0		1890
0		1017
0		984
0		3415
0.00730994152046784	1216	1368
0.00999000999000999	506	1001
0		2162
0		2453
0		844
0		1373
0		1738
0		1981
0		842
0		1279
0		1601
0		1163
0		1783
0		815
0.00534188034188034	872	1872
0		1840
0		1439
0		1192
0		1934
0		1328
0		1417
0		1156
0		2663
0		1532
0		2239
0		1036
0		2059
0		789
0		700
0		3107
0		1992
0		1108
0.00613120784794605	185	1631
0.00208116545265349	3086,3207	4805
0		1104
0		805
0		832
0		1287
0		2263
0		511
0		1156
0		1355
0		1295
0		702
0		931
0		2872
0		1020
0		2269
0		770
0		1148
0		1164
0		1137
0		1294
0		1251
0		2953
0		3822
0		756
0		873
0		824
0		2411
0		947
0		2022
0		731
0		2050
0		2056
0		3278
0		1926
0.00922509225092251	982	1084
0		2223
0		1858
0.00874125874125874	448	1144
0		1235
0		1429
0		909
0		817
0		989
0		1639
0		1093
0.00531914893617021	1302	1880
0		986
0		1000
0		991
0.00775795190069822	846	1289
0		1065
0		602
0		2389
0		1128
0		1362
0		1237
0		648
0		624
0		779
0		2276
0.00248077400148846	3337	4031
0		1390
0		891
0		2056
0		1158
0		1508
0		1648
0.00830564784053156	708	1204
0		888
0		2497
0		780
0		1113
0		2494
0		1014
0		1039
0		1775
0		2118
0		1230
0.00563380281690141	1229	1775
0		1274
0.00917431192660551	430	1090
0		997
0		704
0		1414
0		673
0		941
0		877
0		763
0		1067
0		1440
0		1137
0		2694
0		3999
0		1500
0		825
0		1018
0		2935
0		933
0		925
0.0048661800486618	1081	2055
0		1498
0		798
0		1155
0		1104
0		961
0		1620
0		919
0.00673400673400673	736	1485
0		767
0		1019
0.00187265917602996	4489	5340
0		999
0		914
0		1121
0		2150
0		1069
0.00564015792442188	332	1773
0		1112
0		911
0		658
0		1107
0.00554631170271769	1094	1803
0		805
0		1061
0		894
0		1300
0		1273
0		2044
0		1484
0		1113
0		1176
0		2805
0		1235
0		908
0		1566
0		1113
0		1032
0.00956937799043062	635	1045
0		1383
0		2370
0		624
0		1770
0		721
0		1117
0		1790
0		1165
0		3484
0.00366300366300366	898	2730
0		1025
0		1492
0		1088
0		1052
0		1549
0		954
0		699
0		974
0		1407
0		1258
0		2611
0		831
0		1382
0		1659
0		1945
0		2083
0		438
0		620
0		1029
0		1224
0		978
0		2266
0		1502
0		1400
0		1401
0		2439
0		3449
0		1401
0		808
0		1327
0		2141
0		1580
0.0145348837209302	222,347	688
0		616
0		1779
0		2540
0		1935
0		884
0		1083
0		1692
0		756
0		2524
0		979
0		1129
0		1716
0		1609
0		934
0		1847
0		934
0		982
0.00746825989544436	6	1339
0		2134
0		888
0		741
0		2662
0		2491
0		805
0		1287
0		991
0		1012
0		2085
0		3026
0.00481927710843374	752	2075
0		1172
0		2832
0		1457
0.00237981913374584	3036	4202
0		4558
0		2656
0		3566
0		782
0		1188
0		1130
0		1831
0		1528
0		3764
0		1227
0		1374
0		2093
0		2624
0		1082
0		1708
0		1015
0		1043
0		2495
0		992
0		862
0		1351
0		581
0		1171
0		5047
0		1367
0		1568
0		944
0		828
0		1889
0		2337
0		1971
0		2808
0		1289
0		1536
0		956
0		827
0.00468164794007491	127	2136
0		1837
0		1200
0		2252
0		1174
0		716
0		2865
0		1311
0		1360
0		1767
0		874
0		1517
0		906
0		2366
0		796
0		1849
0		976
0		1054
0		799
0		1610
0		1608
0		2625
0		2039
0.00803212851405622	785	1245
0		1153
0		515
0		2940
0		1139
0		1205
0		2066
0		1114
0		2362
0		1492
0		1017
0		967
0.0149476831091181	465	669
0		2882
0		761
0.00821018062397373	377	1218
0		593
0		784
0		845
0		1887
0		1666
0		807
0		2650
0		2196
0		1326
0		2469
0		949
0		1483
0		1717
0		636
0		1051
0		1882
0		971
0		893
0		715
0		2406
0		1241
0		1022
0		2186
0		1021
0		2230
0		2075
0		725
0		927
0		953
0		2324
0		1095
0		1386
0		1281
0		2259
0		2006
0		865
0		2746
0		1718
0		1929
0		754
0		1857
0		679
0.00514668039114771	935	1943
0		1061
0		2518
0		1139
0		1192
0		2511
0		1109
0		1159
0		1757
0		1059
0.00201938610662359	2914	4952
0		789
0		1079
0		1866
0		985
0		2854
0		1762
0		1418
0		1234
0		1931
0		1742
0		1449
0		967
0		1117
0		3167
0		1775
0		1791
0		3400
0.00224064530584808	1052	4463
0		1046
0		1174
0		1233
0		1233
0		1695
0		785
0		1050
0		1007
0		778
0		3170
0		1694
0		1892
0		2907
0		939
0		1528
0		1872
0		1097
0		891
0		1613
0		1417
0		1742
0		1677
0		908
0		892
0		1250
0		1156
0		1825
0		1164
0		1167
0		1026
0		1877
0		663
0		1710
0		1740
0		1251
0		997
0		1476
0		945
0		1418
0		904
0		860
0		1576
0		581
0		1826
0		1144
0		1571
0		991
0		3441
0		1029
0.003385240352065	678	2954
0		713
0		1508
0		2376
0		862
0		828
0		1126
0		1015
0.00749625187406297	935	1334
0		4213
0		730
0		1343
0		1014
0		1237
0		1503
0		972
0		1012
0		1909
0		1017
0		1606
0		700
0		991
0		1155
0		1051
0		957
0.0145560407569141	394	687
0		1421
0		1003
0		1165
0.00342114266164899	1890	2923
0.00325945241199478	2957	3068
0		1348
0		2587
0		1620
0		1173
0		924
0		1739
0.00311915159076731	2876	3206
0		2570
0		1763
0		1480
0		1577
0		863
0		4095
0		2330
0		1049
0		1362
0.00683060109289617	175,311	1464
0		1148
0		977
0		828
0		1858
0		731
0		952
0		847
0		1062
0		1767
0		1359
0		925
0		936
0		959
0		1443
0		2349
0		1599
0		911
0		1609
0		1796
0		1173
0		1122
0		1552
0		874
0		949
0		908
0		881
0		2208
0		1869
0		1541
0		764
0		1623
0		3177
0		2912
0.00673400673400673	1065	1485
0		1250
0		1465
0		578
0		2543
0		984
0		1478
0		1575
0		1561
0		3289
0		1395
0		694
0		949
0		830
0		1036
0		1195
0		3018
0		1063
0		1194
0		1044
0		931
0		896
0.00868055555555556	552	1152
0		897
0		1224
0		839
0.00455373406193078	611	2196
0.00362056480811007	484	2762
0		1572
0		1382
0		993
0		555
0		1484
0		1773
0		1356
0		673
0		848
0		805
0		1180
0		1268
0.00942507068803016	508	1061
0		1897
0		610
0		1272
0		2047
0		2920
0		777
0		1044
0.0107642626480086	610	929
0		1733
0		2466
0		1337
0		859
0		467
0		1061
0.00727802037845706	1059	1374
0		1793
0		980
0		1825
0		1896
0		1190
0		983
0		1052
0		791
0		1629
0		1292
0		1451
0		767
0		1400
0		1191
0		917
0		776
0		684
0		878
0		967
0		2427
0		974
0		1539
0		1348
0		679
0		712
0		827
0		1273
0		1432
0.00859845227858985	1100	1163
0.00596302921884317	930	1677
0		1318
0		1695
0		2171
0		1300
0		818
0		1607
0		1528
0		872
0		1167
0		1121
0		640
0		1413
0		1140
0		829
0		1140
0		708
0		957
0		844
0		797
0		918
0		1437
0		1389
0.00657030223390276	1275	1522
0		2779
0		1525
0		1222
0		1229
0		1445
0		1484
0		823
0		1229
0		2019
0		929
0		1355
0		852
0		1521
0		1424
0		2797
0		965
0		983
0		1119
0		1110
0		1688
0.00381825124093165	997	2619
0		1114
0		1100
0		807
0		837
0		1589
0		3016
0		1167
0		1960
0		1437
0		954
0		861
0.00727802037845706	486	1374
0		987
0		863
0.00543478260869565	313	1840
0		897
0.00677966101694915	670	1475
0		1068
0		1844
0		1787
0		1522
0		705
0		1509
0		585
0		2954
0		1031
0		668
0		750
0		2003
0		1706
0		2429
0		1805
0		1074
0		1158
0		1073
0		1516
0		573
0		1198
0		1125
0		1374
0		2015
0		1179
0		769
0		952
0		1314
0		1970
0		1307
0		1282
0		2299
0		1076
0		1214
0		814
0		2272
0		1138
0		954
0		1192
0		790
0		984
0		2140
0		2105
0		1230
0		2438
0		835
0		3075
0		1592
0		1181
0		1103
0		674
0		2139
0		2085
0		2271
0		2547
0		2661
0.0104275286757039	90	959
0		2016
0		1035
0		2392
0		2603
0		2664
0		1027
0		1336
0		974
0		1646
0		959
0.00379939209726444	267	2632
0		757
0		1291
0		1028
0.00961538461538462	391	1040
0		1605
0		3319
0		1064
0		2343
0		690
0		1943
0		1157
0		1548
0		755
0		1002
0		933
0		1828
0		1597
0		1330
0		2247
0		882
0		1261
0		1324
0		1750
0		1266
0.00902527075812274	1064	1108
0		1159
0		856
0		1164
0		1429
0		1152
0		955
0		725
0		726
0		1542
0		573
0		692
0		3127
0		708
0		1091
0.00515198351365276	1120,1557	1941
0		757
0.0045662100456621	1552	2190
0		1087
0		1892
0		1537
0.00569476082004556	1167	1756
0		1721
0		2376
0		2810
0		3346
0		1095
0		888
0		2565
0		1580
0		1744
0		1355
0		1032
0		863
0		1292
0		1308
0		1097
0		690
0		3085
0		1372
0		1386
0.00565930956423316	627	1767
0		1120
0		1093
0		2674
0		875
0		845
0.0142045454545455	358	704
0		1191
0		1172
0		1249
0		1470
0		1566
0		1595
0		4020
0		1092
0		1331
0		1455
0		1322
0		867
0		1267
0		1212
0		1389
0		876
0.00602409638554217	931	1660
0		3132
0		1136
0		1830
0		2360
0		1993
0		1606
0		1288
0		994
0		878
0		2043
0		2295
0		1188
0		822
0		1163
0		1378
0		1005
0		1428
0		637
0		1193
0		1454
0		959
0.00380807311500381	2530	2626
0		1488
0		1645
0		1753
0		980
0		4655
0		602
0		1713
0		1209
0		2121
0		1283
0		620
0.00791139240506329	619	1264
0		1328
0		1449
0		954
0		2588
0		1462
0		1661
0.00592417061611374	285	1688
0		3661
0.00302114803625378	2433	3310
0		1221
0		1179
0.00389105058365759	1800	2570
0		1673
0		1444
0		1221
0		1113
0		1713
0		2037
0		1154
0		938
0		1087
0		1153
0		1656
0		1877
0		1824
0		1223
0		1296
0		2601
0		962
0		1554
0		1021
0		1227
0		1230
0		1664
0		1063
0		3018
0		1058
0		2318
0		1686
0		751
0		1051
0		2182
0		2864
0		4432
0		3722
0		1660
0		533
0		1028
0		2167
0		978
0		1079
0		1404
0		668
0		1458
0		851
0		791
0		1548
0		1899
0		4290
0		3988
0		1281
0		688
0		1894
0		597
0		1957
0		947
0		1141
0		1356
0		1507
0		697
0		1139
0		1750
0		621
0		986
0		1335
0		1386
0		1117
0		1224
0		903
0		893
0		832
0		1106
0.00790513833992095	355	1265
0		1360
0		1323
0		1805
0		1133
0		1598
0		621
0		888
0		1185
0		1197
0		1302
0		1057
0		1194
0		1595
0		1323
0		802
0		2335
0		926
0		1167
0		994
0		777
0.00467726847521048	1010	2138
0		1765
0		1414
0		1129
0		1978
0		1144
0		4380
0		1191
0		1021
0		1240
0		1284
0		1153
0		2279
0		596
0		667
0		2248
0		3901
0		1219
0		929
0		752
0		1081
0		1361
0		1200
0		7674
0		2086
0		845
0.0133689839572193	290	748
0		1323
0		1364
0		1104
0		1105
0		839
0		799
0		1932
0		1028
0		1033
0		1061
0		1292
0		1313
0		1265
0		1517
0		1216
0		2993
0		716
0		2687
0		2294
0		2183
0		2074
0		2304
0		996
0		977
0		1064
0		931
0		1998
0		900
0		667
0		1216
0		695
0		1616
0.00827129859387924	534	1209
0		1460
0.00742942050520059	1259	1346
0		3173
0		1282
0		2787
0.0148367952522255	629	674
0		1022
0		1579
0		1404
0.00588581518540318	1293	1699
0		2609
0		906
0		1413
0		868
0		2568
0		1019
0		1517
0		2088
0		1256
0		1401
0		1382
0		1648
0		1042
0		1527
0		1838
0		951
0.00535331905781585	1706	1868
0		1160
0		821
0		724
0		897
0		1836
0		2207
0		1097
0		1012
0		878
0		1452
0.0069589422407794	287	1437
0		1113
0		1132
0		4200
0		2785
0		1416
0		2157
0		2722
0		1193
0		1131
0		743
0		978
0		1831
0		909
0		1581
0		1416
0		1157
0		794
0		1613
0		1695
0		1686
0		1287
0		1593
0		3048
0		750
0		2628
0		771
0		1361
0		907
0		679
0		1756
0		1863
0		1338
0		1249
0		1630
0		1606
0		1345
0		1801
0		2267
0		2358
0		956
0		1313
0		750
0		977
0		720
0		840
0		1650
0		1750
0		887
0		1670
0		1129
0		3352
0		1068
0		1285
0		612
0		4169
0.00617283950617284	1097	1620
0		1730
0.00809716599190283	920	1235
0		706
0		1365
0		788
0		1718
0		1424
0.00320821302534488	2891	3117
0		784
0		619
0		1375
0		645
0		1084
0		5295
0		1073
0		1424
0		1313
0		1604
0		1760
0		1004
0		867
0		1026
0		942
0		1532
0		946
0		963
0		1247
0		1592
0		2552
0		1031
0		1230
0		823
0		2568
0		1268
0		1644
0		1160
0		1193
0		1126
0		2013
0.0048661800486618	238	2055
0		2406
0		1101
0		879
0		1250
0		1264
0		2555
0		1091
0		1134
0		1296
0		1416
0		1367
0		1199
0		1251
0		1159
0		948
0		1867
0		1881
0		1899
0		4564
0		741
0		1047
0		1540
0		1309
0		724
0		1070
0		1391
0		2134
0		1043
0		1809
0		1986
0		925
0		1052
0		685
0		1127
0		987
0		1066
0		2792
0		838
0		1725
0		1304
0		911
0		3373
0		1480
0		1048
0		871
0		1975
0		893
0		895
0		1438
0		1353
0		1492
0		611
0		2103
0		872
0		804
0		815
0		1085
0		2951
0		1916
0		2031
0		1310
0		923
0		644
0		1898
0		860
0		2194
0		3160
0		3630
0		942
0		1410
0		965
0		1705
0		2173
0		1664
0		1421
0		1212
0		2144
0		1117
0		1582
0		2037
0		1178
0		1091
0		575
0		954
0.00841042893187553	112	1189
0		2386
0		1058
0		633
0		1672
0		875
0		1547
0		1152
0		981
0		1547
0		1793
0		1362
0		1315
0		663
0		758
0		923
0		1115
0		1970
0		1406
0		1035
0		2322
0		1637
0		905
0		816
0.00548847420417124	1494	1822
0		729
0.00247892910262766	1481,1844,3475	4034
0		961
0		2101
0		912
0		1709
0		1255
0		1353
0		1504
0		924
0		978
0		983
0		1238
0		1689
0		988
0		2289
0		1436
0		942
0		1916
0		1393
0		2232
0		914
0		3013
0		2607
0		3097
0		2280
0		903
0		1630
0		1669
0		975
0		886
0		1668
0		1401
0		1975
0		1355
0		1702
0		2122
0		1498
0.0078740157480315	1064	1270
0		848
0		3084
0		631
0		822
0		1067
0.00772200772200772	797	1295
0		1118
0		1081
0.0118203309692671	725	846
0		728
0.0118203309692671	646	846
0		3135
0		1053
0		1467
0		1288
0		2306
0		1501
0		1012
0		1191
0		1164
0		2799
0		820
0		1217
0		979
0		1059
0		732
0		1231
0		1350
0		2225
0		884
0		678
0		1204
0		1120
0		1094
0		1379
0		1871
0.00745156482861401	1284	1342
0		963
0		978
0		665
0		1233
0		1704
0		1192
0		1669
0		4116
0		1563
0		908
0		1672
0.00817661488143908	44	1223
0		1480
0		1548
0		722
0		1253
0		897
0		1267
0		1113
0.00682128240109141	1143	1466
0		902
0		800
0		918
0		1425
0		1074
0		1091
0		2074
0		614
0.00666666666666667	86	1500
0		3274
0		1056
0		2877
0		1404
0		2395
0		1976
0		2169
0		1734
0		745
0		1085
0		1512
0		617
0		2621
0		1139
0		837
0		609
0		1741
0		1572
0		650
0		725
0		1253
0		1260
0		2461
0		1428
0		1841
0		1291
0		3213
0		1528
0		727
0		1695
0.00763941940412529	889	1309
0		1548
0.00323624595469256	1439	3090
0		1901
0		1078
0		1267
0		1314
0		1672
0		1385
0		2004
0		2069
0		896
0		1161
0		1099
0		925
0		1604
0		1557
0		1524
0		1055
0		1308
0		903
0		942
0		561
0.00786163522012579	607	1272
0		1341
0		972
0		541
0		639
0		1094
0		1100
0		1627
0.00469704086425552	339	2129
0		594
0		827
0		1112
0		896
0		617
0		555
0		1160
0		1007
0		1795
0		849
0		1238
0		2213
0		904
0		529
0		1020
0		1959
0		1688
0		1042
0		2321
0		2712
0		3693
0		2163
0		1597
0		641
0.00984251968503937	354	1016
0		1370
0		815
0.0145560407569141	31,390	687
0		1058
0		1020
0		1639
0		724
0		1387
0		1026
0		643
0		1012
0		783
0		932
0		1509
0		872
0.00769230769230769	523	1300
0		1177
0		609
0		1147
0		1171
0		1263
0		1942
0		2769
0		827
0		1425
0		709
0		1741
0		1033
0		1922
0		907
0		1788
0		909
0		1044
0		1156
0		1147
0.00349406009783368	1659	2862
0		1208
0		936
0		1077
0		970
0		643
0		897
0		772
0.00884955752212389	324	1130
0		1174
0		1030
0		2137
0		1960
0		903
0		569
0.019723865877712	234	507
0		1099
0		1152
0		833
0		739
0		1730
0		1128
0		985
0		1493
0		2279
0		1476
0		1332
0		925
0		1054
0		1672
0		942
0		2065
0		1592
0		1443
0		983
0		954
0		1935
0		860
0		762
0		1805
0		936
0		981
0		1854
0		1570
0		1355
0		1354
0		941
0		1348
0		1967
0		1048
0		1523
0		991
0		954
0		1265
0		1292
0		1331
0		1365
0.00453103760761214	563	2207
0		1062
0		1261
0		1483
0		929
0		1268
0		941
0		1336
0		1414
0		1467
0		1070
0		1002
0		1600
0		1236
0		1943
0		1302
0		894
0.0072992700729927	2	1370
0		1177
0		1577
0		941
0		1421
0		686
0		1000
0		1664
0		1037
0		1496
0		2141
0		1558
0		1244
0		2581
0		1556
0		1423
0		1222
0		1433
0		1186
0.00305997552019584	2262	3268
0		1127
0		770
0		905
0		2232
0		611
0		2393
0		881
0		3348
0		955
0		2155
0		1337
0		1200
0		836
0		736
0		551
0		1168
0		1213
0		1942
0		1539
0		996
0		1069
0		1766
0		936
0		1132
0		2427
0		5076
0.0100704934541793	424	993
0		716
0		1326
0		1192
0.00335683115139308	161	2979
0		1574
0		1691
0		1864
0		915
0		1654
0		695
0		1190
0		1325
0		927
0		1622
0		1814
0		2005
0.00501756146512795	1255	1993
0		1545
0		920
0.00765110941086458	885	1307
0		765
0		1174
0		1186
0		1233
0		3390
0		1671
0		1187
0.00968992248062015	506,548	1032
0		1028
0		1021
0.00125612360256249	243	7961
0		1852
0		1514
0		604
0.00486144871171609	548	2057
0		785
0		878
0		1205
0		2287
0		1912
0		1007
0		1712
0		1425
0		1016
0		1032
0		721
0		2868
0		837
0		946
0		2181
0		984
0		1044
0.00672947510094213	981	1486
0		556
0.00664451827242525	130	1505
0		1559
0		868
0		3281
0		1543
0		638
0		1755
0		858
0		945
0		1118
0		1301
0		1099
0		3021
0		1433
0		1058
0		1602
0		1495
0		1669
0		841
0		2680
0		2147
0		1507
0		1123
0		795
0		5878
0		1011
0		1482
0		720
0		1431
0		662
0		598
0		1011
0		832
0		868
0		1043
0		1255
0.00403225806451613	1456	2480
0		737
0.00655307994757536	1239	1526
0		1091
0		1167
0		1032
0		1741
0		1799
0		1361
0		1514
0		1982
0		801
0		944
0		2234
0		2017
0		1217
0		2183
0		1176
0		1577
0		963
0		932
0		1506
0		1480
0		932
0		951
0		2117
0		1149
0		1180
0		2668
0		1676
0		876
0		715
0		1113
0		1712
0		2353
0		967
0		726
0		1363
0		1881
0		1014
0		1338
0		1593
0		1886
0		1927
0.00608272506082725	579	1644
0		1305
0		1606
0		1012
0		3311
0		958
0		752
0		1803
0		544
0		1711
0		1065
0		1600
0		1734
0		927
0		1254
0		1509
0		1696
0		1107
0		862
0		1388
0		1275
0		1007
0		1406
0		1657
0		970
0		867
0		1025
0		1794
0		652
0		1377
0		1467
0		1541
0		1426
0		1343
0		1031
0		950
0		1393
0		1695
0		656
0		1036
0		1394
0		1390
0		755
0		1238
0		1147
0		691
0		2126
0		920
0		1918
0		1214
0		874
0		1444
0		951
0		1022
0		699
0		1128
0		908
0		2152
0		996
0		1269
0		4717
0		1500
0		2109
0		2167
0		573
0		1030
0		1389
0		713
0		802
0		2894
0		1261
0		1423
0		1063
0		1998
0		1941
0		944
0		885
0		1576
0.008058017727639	883	1241
0		1053
0		2216
0		885
0		1151
0		1832
0		947
0		1462
0		979
0		1095
0		650
0		1554
0		1779
0		2158
0		1126
0		1115
0		1228
0		1862
0		669
0		918
0		1091
0		818
0		1129
0		1136
0		1577
0		1169
0		1075
0		952
0		982
0		1954
0		925
0		2180
0		1911
0		1747
0		928
0		1171
0		3409
0		1123
0		1864
0.00406338886631451	1182	2461
0		926
0		1070
0		1720
0		1983
0		4924
0		3205
0		1077
0		1303
0		845
0		1302
0		999
0		722
0		1022
0		1247
0		907
0.0109769484083425	519	911
0		2824
0		1485
0		830
0		1546
0		2014
0		1313
0		1003
0		3702
0		1139
0		1900
0		931
0		1470
0		2112
0		785
0		2000
0		1190
0		1295
0		2584
0		970
0		2116
0		741
0		1164
0		725
0		2588
0		1492
0		1480
0		781
0		828
0		1345
0		1025
0		738
0		1293
0		3212
0		1115
0		679
0		1545
0		1675
0		2367
0		1165
0		3334
0		924
0		1439
0		3602
0		2941
0		976
0		3679
0		3464
0		1514
0		530
0		1198
0		1129
0		709
0		1517
0		1207
0		954
0		1495
0		1956
0		933
0		1467
0		1353
0		914
0		2705
0		1538
0		1363
0.00639386189258312	343	1564
0		627
0		1316
0		1787
0		564
0		1085
0		890
0		1217
0		988
0		1255
0		1921
0.00800640512409928	323	1249
0		1089
0		1260
0		769
0.0043010752688172	659	2325
0		1275
0		950
0		927
0		1134
0.00329706561160567	309	3033
0		1322
0		1052
0		1202
0		1259
0		915
0		761
0		1028
0		1279
0		1908
0		1065
0		2381
0		2324
0		1099
0		924
0		1914
0		1027
0		1003
0		927
0		1303
0		1396
0		624
0		2062
0		918
0		868
0		1221
0		492
0		1201
0		1308
0		1023
0		1210
0		1020
0		891
0		1053
0		1499
0		758
0		2233
0		1045
0		822
0		1865
0.00246669955599408	2799	4054
0		949
0		1498
0.00283205890682526	2487	3531
0		955
0		2323
0		525
0		1182
0		1103
0		1374
0		1023
0		1931
0		817
0		1882
0		983
0		1126
0		3472
0		1378
0		1493
0		3926
0		2741
0		1233
0		3078
0		3257
0		1795
0		1130
0		641
0		659
0		883
0		1067
0		1484
0		1070
0		1119
0		1519
0		888
0		1751
0		821
0		1176
0		1427
0		2215
0		748
0		1585
0		1447
0		2088
0		947
0		684
0		1161
0		1532
0		757
0		1132
0		2693
0		1175
0		1008
0		1073
0		1522
0		934
0		1092
0		2265
0		967
0		1043
0		2434
0		933
0		706
0		575
0		997
0		1540
0		1778
0		3283
0.00389711613406079	589	2566
0		744
0		1108
0		1277
0		1126
0.00862812769628991	478	1159
0		2397
0		655
0		1582
0		3300
0		1363
0		823
0		950
0		1036
0		855
0.00605326876513317	309	1652
0		1023
0		1709
0		1510
0		1874
0		1037
0		1222
0		1981
0		940
0		2465
0		744
0		1869
0		666
0		1412
0		1441
0		1890
0		1741
0		1398
0		1683
0		2291
0		770
0.00621504039776259	99	1609
0		1798
0		1320
0		1480
0		2197
0		847
0		1125
0		1952
0		1319
0		2004
0		1849
0		876
0		1186
0		1815
0		1789
0		1201
0		1050
0		872
0		1378
0		3370
0		772
0		1249
0		1496
0		1249
0		836
0		1201
0		2660
0		1366
0		907
0		1152
0		953
0		1008
0		1530
0		1263
0		1181
0.00678886625933469	399	1473
0		1171
0		1246
0.00851788756388416	1019	1174
0		845
0		1120
0		2188
0		1865
0		1123
0		1568
0		1537
0		861
0		869
0		1512
0		648
0		2309
0		1784
0		1374
0		1372
0		1102
0		806
0.005720823798627	175,1059	1748
0		1157
0		1372
0		979
0		1624
0		2958
0		1239
0		4362
0		1178
0		1206
0		881
0		1656
0		681
0		1078
0		738
0		911
0		942
0		1085
0		691
0		1202
0		1888
0		1880
0		1551
0		1196
0		1465
0		1787
0		1030
0		1698
0		881
0		1056
0		1573
0		1298
0		1140
0		923
0		1868
0		1201
0		957
0		2519
0		1004
0		1007
0		2129
0		800
0		969
0		1803
0		950
0		1195
0		1252
0		1087
0		754
0.0112739571589628	663	887
0		1835
0		1189
0		1370
0		2352
0		597
0		2076
0		1433
0		1812
0		2697
0		1760
0		1485
0		835
0		510
0		1093
0		1191
0		1192
0		786
0		1310
0		2179
0		846
0		1082
0		1016
0		1513
0		1585
0		822
0		1267
0		897
0		887
0		2052
0		1506
0		907
0		891
0		758
0		1055
0		1234
0		1249
0		2220
0		1558
0		969
0		1917
0		1044
0		1761
0		814
0		661
0		1315
0		898
0		1271
0		1431
0		1701
0		3234
0		3440
0		718
0		1041
0		1252
0		1737
0		1692
0		2174
0		1143
0		1499
0		1282
0		1318
0		1080
0		2009
0		1620
0		1007
0		1197
0		795
0		1010
0		881
0		961
0		1403
0		905
0		708
0		2653
0		1223
0		1076
0		2127
0		701
0		1120
0.00572409845449342	537	1747
0		1806
0		667
0		1100
0		926
0		1075
0		1702
0		732
0		1010
0		829
0		857
0		1040
0		1747
0		949
0		948
0		1060
0		921
0		973
0		1874
0		1389
0		1580
0		1320
0		1111
0.00881834215167548	737	1134
0		680
0		1227
0		1173
0		1720
0.00503778337531486	1719	1985
0		1562
0		1979
0		616
0		943
0		1428
0		1759
0		1492
0		1117
0		2272
0		3013
0		1063
0		802
0		1013
0		1205
0		1588
0.00672947510094213	1152	1486
0		1483
0		1688
0		1817
0.00717875089734386	925	1393
0		867
0		1687
0		1176
0.00663129973474801	718	1508
0		1257
0		1525
0		2182
0		1789
0.00953288846520496	816	1049
0.00352360817477097	636	2838
0		1365
0		1168
0		1742
0		970
0		1781
0		1143
0		778
0		1142
0		2665
0		1662
0		1568
0		1898
0		2117
0		1192
0		1011
0		701
0		1158
0		561
0		1501
0		800
0		1117
0		750
0		1925
0		1061
0		1018
0		1253
0		655
0		984
0		1479
0		1083
0		1455
0		2210
0.00761614623000762	427,1171	1313
0		1740
0		1823
0		1212
0		1049
0		882
0		2404
0.00815660685154975	90	1226
0		790
0		627
0.0112612612612613	290	888
0		1882
0		1284
0		959
0		1137
0		1556
0		2499
0		1023
0		1004
0		928
0		1336
0		1381
0		970
0		997
0		832
0		975
0		798
0		682
0		818
0		4277
0		2142
0.0069204152249135	181	1445
0		1185
0		700
0		1638
